deal_id,announcement_date,year,quarter,deal_status,validation_status,transaction_type,asset_or_company_name,target_type,buyer,buyer_country,buyer_type,seller,seller_country,seller_type,spanish_company_involved,spanish_company_role,description,technology,location_country,location_region,location_province,location_city,capacity_mw,capacity_mwp,storage_mwh,number_of_assets,development_stage,regulated_or_merchant,ppa_status,grid_access_status,environmental_permit_status,deal_value_eur_m,enterprise_value_eur_m,equity_value_eur_m,debt_assumed_eur_m,price_per_mw_eur_m,ownership_stake_acquired_pct,implied_100pct_value_eur_m,source_1,source_2,source_3,source_quality_score,source_type,source_domain,source_url,article_title,article_date,ingestion_date,last_seen_date,extraction_method,extraction_confidence_score,duplicate_group_id,raw_text_excerpt,notes,last_updated
MASTER-0034,2023-10-11,2023,Q4,announced,public_seed,asset acquisition,Two PV projects in Zamora 10 MWp,portfolio,Elona Capital,,,Undisclosed,,,yes,unknown,Elona Capital acquires two PV projects totaling 10 MWp in Zamora.,solar PV,Spain,,,,10.0,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,Elona Capital acquires two PV projects totaling 10 MWp in Zamora.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0035,2023-10-11,2023,Q4,announced,public_seed,portfolio acquisition,Three solar plants 14.7 MW,portfolio,Eranovum,,,Gransolar,,,yes,unknown,Eranovum buys three solar plants from Gransolar in Madrid and Castilla-La Mancha totaling 14.7 MW.,solar PV,Spain,,,,14.7,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,Eranovum buys three solar plants from Gransolar in Madrid and Castilla-La Mancha totaling 14.7 MW.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0036,2023-10-11,2023,Q4,announced,public_seed,minority investment,Powerfultree,company,Erum,,,Powerfultree,,,yes,unknown,Erum enters as investor partner in Basque renewable startup Powerfultree.,solar PV,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,Erum enters as investor partner in Basque renewable startup Powerfultree.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0037,2023-10-11,2023,Q4,announced,public_seed,minority stake sale,ID Energy 10% stake,company stake,Undisclosed,,,ID Energy,,,yes,unknown,Alantra advises sale of 10% of ID Energy before IPO.,renewable platform,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,10.0,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,Alantra advises sale of 10% of ID Energy before IPO.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0038,2023-10-11,2023,Q4,announced,public_seed,minority stake,Renercycle,company,Acciona Energía,,,Renercycle,,,yes,unknown,Acciona Energía takes a stake in Renercycle.,renewable services,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,Acciona Energía takes a stake in Renercycle.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0039,2023-10-11,2023,Q4,closed,public_seed,financing / investment,Rega Energy,company,Swen Capital Partners,,,Rega Energy,,,unknown,unknown,Rega Energy receives EUR 60m capital injection from Swen Capital Partners.,hydrogen / biomethane,Portugal,,,,,,,,unknown,unknown,unknown,unknown,unknown,60.0,60.0,,,,,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,Rega Energy receives EUR 60m capital injection from Swen Capital Partners.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0040,2023-10-11,2023,Q4,announced,public_seed,minority investment,Cubierta Solar,company,FIEE,,,Cubierta Solar,,,yes,unknown,Italian fund FIEE invests EUR 16m in Cubierta Solar and enters its shareholding.,solar PV,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,16.0,16.0,,,,,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,Italian fund FIEE invests EUR 16m in Cubierta Solar and enters its shareholding.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0041,2023-10-11,2023,Q4,announced,public_seed,stake sale,Nara Solar 50% stake,company stake,Macquarie,,,Univergy,,,yes,unknown,Univergy sells its 50% in solar developer Nara Solar to Macquarie.,solar PV,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,50.0,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,Univergy sells its 50% in solar developer Nara Solar to Macquarie.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0042,2023-10-11,2023,Q4,announced,public_seed,merger,Imagina Energía and Quántica Renovables,company,Merged entity,,,Hanwha / Imagina Energía / Quántica Renovables,,,yes,unknown,"Hanwha self-consumption company, Imagina Energía and Quántica Renovables merge.",solar self-consumption,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,"Hanwha self-consumption company, Imagina Energía and Quántica Renovables merge.",public seed from source; review/complete missing economics,2026-07-02
MASTER-0043,2023-10-11,2023,Q4,announced,public_seed,majority stake,Vesqa 60% stake,company stake,Ekhi / Return,,,Vesqa,,,yes,unknown,Ekhi acquires 60% of distributed energy retailer Vesqa.,distributed energy,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,60.0,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,Ekhi acquires 60% of distributed energy retailer Vesqa.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0044,2023-10-11,2023,Q4,announced,public_seed,portfolio acquisition,Eight solar parks in Catalonia,portfolio,Basque Government / Sidenor,,,Undisclosed,,,yes,unknown,Basque Government and Sidenor partner to buy eight solar parks in Catalonia.,solar PV,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,Basque Government and Sidenor partner to buy eight solar parks in Catalonia.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0045,2023-10-11,2023,Q4,announced,public_seed,growth financing,Prosolia growth financing,company,EIG,,,Prosolia,,,yes,unknown,EIG finances Prosolia with EUR 255m to support international growth.,solar PV,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,255.0,255.0,,,,,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,EIG finances Prosolia with EUR 255m to support international growth.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0046,2023-10-11,2023,Q4,announced,public_seed,asset acquisition,15 MWp PV plant in Valladolid,asset,Undisclosed,,,RE Infrastructure Opportunities,,,yes,unknown,CMS advises acquisition of a 15 MWp PV plant in Valladolid from RE Infrastructure Opportunities.,solar PV,Spain,,,,15.0,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,CMS advises acquisition of a 15 MWp PV plant in Valladolid from RE Infrastructure Opportunities.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0047,2023-10-11,2023,Q4,announced,public_seed,division acquisition,Ingeteam O&M division,business unit,RES,,,Ingeteam,,,yes,unknown,RES acquires Ingeteam's O&M division.,renewable services,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,RES acquires Ingeteam's O&M division.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0048,2023-10-11,2023,Q4,announced,public_seed,asset sale,EiDF 53 PV installations assets/contracts,portfolio,Finlight Corporate,,,EiDF,,,yes,unknown,EiDF sells assets and contracts of 53 PV installations to Finlight Corporate.,solar PV,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,,4,public_seed,www.pv-magazine.es,https://www.pv-magazine.es/2023/10/11/listado-de-las-todas-las-operaciones-ma-del-sector-renovable-del-tercer-trimestre-en-espana-en-espana/,,2023-10-11,2026-07-02,2026-07-02,manual_public_seed_v4,100,,EiDF sells assets and contracts of 53 PV installations to Finlight Corporate.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0049,2025-10-23,2025,Q4,closed,public_seed,add-on acquisition,Solida Renewable Energy,company,Bureau Veritas,,,Undisclosed,,,yes,unknown,"Bureau Veritas acquires Solida Renewable Energy, owner engineering and technical advisory platform in Madrid.",renewable services,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://mergr.com/transaction/renewable-energy/spain,,,3,public_seed,mergr.com,https://mergr.com/transaction/renewable-energy/spain,,2025-10-23,2026-07-02,2026-07-02,manual_public_seed_v4,100,,"Bureau Veritas acquires Solida Renewable Energy, owner engineering and technical advisory platform in Madrid.",public seed from source; review/complete missing economics,2026-07-02
MASTER-0050,2024-10-01,2024,Q4,closed,public_seed,add-on acquisition,Dropet,company,Marex,,,Undisclosed,,,yes,unknown,"Marex acquires Dropet, Malaga-based biofuels company.",biofuels,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://mergr.com/transaction/renewable-energy/spain,,,3,public_seed,mergr.com,https://mergr.com/transaction/renewable-energy/spain,,2024-10-01,2026-07-02,2026-07-02,manual_public_seed_v4,100,,"Marex acquires Dropet, Malaga-based biofuels company.",public seed from source; review/complete missing economics,2026-07-02
MASTER-0051,2024-10-01,2024,Q4,closed,public_seed,buyout,Prosolia Energy,company,InfraVia Capital Partners,,,Undisclosed,,,yes,unknown,"InfraVia Capital Partners buyout of Prosolia Energy, Valencia-based renewable energy company.",renewable platform,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://mergr.com/transaction/renewable-energy/spain,,,3,public_seed,mergr.com,https://mergr.com/transaction/renewable-energy/spain,,2024-10-01,2026-07-02,2026-07-02,manual_public_seed_v4,100,,"InfraVia Capital Partners buyout of Prosolia Energy, Valencia-based renewable energy company.",public seed from source; review/complete missing economics,2026-07-02
MASTER-0052,2024-01-01,2024,Q1,closed,public_seed,buyout,ABIO,company,Asterion Industrial Partners,,,Undisclosed,,,yes,unknown,"Asterion Industrial Partners buyout of ABIO, Madrid-based biomethane platform.",biomethane,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://mergr.com/transaction/renewable-energy/spain,,,3,public_seed,mergr.com,https://mergr.com/transaction/renewable-energy/spain,,2024-01-01,2026-07-02,2026-07-02,manual_public_seed_v4,100,,"Asterion Industrial Partners buyout of ABIO, Madrid-based biomethane platform.",public seed from source; review/complete missing economics,2026-07-02
MASTER-0053,2023-12-20,2023,Q4,closed,public_seed,acquisition,Wind1000,company,Undisclosed,,,Undisclosed,,,yes,unknown,Wind1000 transaction: wind construction and maintenance services company based in Santiago de Compostela.,wind services,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,,,,,,,,https://mergr.com/transaction/renewable-energy/spain,,,3,public_seed,mergr.com,https://mergr.com/transaction/renewable-energy/spain,,2023-12-20,2026-07-02,2026-07-02,manual_public_seed_v4,100,,Wind1000 transaction: wind construction and maintenance services company based in Santiago de Compostela.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0054,2023-04-18,2023,Q2,closed,public_seed,distressed / special situations,Abengoa,company,Cox Energy,,,Undisclosed,,,yes,unknown,Cox Energy acquisition of Abengoa; Mergr reports value around USD 636m.,renewable / infrastructure,Spain,,,,,,,,unknown,unknown,unknown,unknown,unknown,636.0,636.0,,,,,,https://mergr.com/transaction/renewable-energy/spain/largest,,,3,public_seed,mergr.com,https://mergr.com/transaction/renewable-energy/spain/largest,,2023-04-18,2026-07-02,2026-07-02,manual_public_seed_v4,100,,Cox Energy acquisition of Abengoa; Mergr reports value around USD 636m.,public seed from source; review/complete missing economics,2026-07-02
MASTER-0055,2023-01-16,2023,Q1,closed,public_seed,add-on acquisition,Asterion Energies,platform,Repsol,,,Asterion Industrial Partners,,,yes,unknown,"Repsol acquisition of Asterion Energies portfolio around 7,700 MW, mostly in Spain; Mergr reports value around USD 631m.",hybrid,Spain,,,,7700.0,,,,unknown,unknown,unknown,unknown,unknown,631.0,631.0,,,0.08194805194805195,,,https://mergr.com/transaction/renewable-energy/spain/largest,,,3,public_seed,mergr.com,https://mergr.com/transaction/renewable-energy/spain/largest,,2023-01-16,2026-07-02,2026-07-02,manual_public_seed_v4,100,,"Repsol acquisition of Asterion Energies portfolio around 7,700 MW, mostly in Spain; Mergr reports value around USD 631m.",public seed from source; review/complete missing economics,2026-07-02
